source,target
244971,278361
244971,278364
244971,335091
244971,597278
244971,597285
682938,6854
682938,9783
682938,9790
682938,9791
682938,9794
682938,11214
682938,22996
682938,24812
682938,30763
682938,117901
682938,184127
682938,248434
682938,635664
682938,635667
682938,682598
682938,682599
682938,682604
682938,682605
682938,682609
682938,682611
682938,682612
682938,682615
682938,682616
682938,682617
682938,682618
682938,682620
682938,682623
682938,682624
682938,682627
682938,682628
613031,8680
613031,15224
613031,16124
613031,24522
613031,183109
613031,613372
613031,861749
337284,1254
337284,1263
337284,4517
337284,4522
337284,4523
337284,4533
337284,5051
337284,17450
337284,311328
337284,312148
337284,796536
337284,796546
337284,796549
337284,796576
337284,796582
337284,796595
337284,796618
337284,805041
861422,893
861422,9351
861422,15218
861422,15221
861422,15224
861422,29361
861422,38309
861422,38323
861422,52704
861422,100665
861422,102425
861422,102435
861422,142377
861422,437501
861422,613031
861422,613033
861422,861426
861441,13615
861441,15218
861441,15224
861441,56416
861441,86693
861441,187757
861441,237726
861441,613031
861441,613044
861441,613055
861441,711584
861441,861427
861441,861429
861441,861432
863788,1098
863788,1120
863788,1132
863788,1147
863788,1149
863788,1308
863788,3069
863788,4176
863788,8479
863788,24522
863788,36594
863788,44958
863788,75720
863788,75731
863788,152454
863788,324580
863788,349125
863788,613367
863788,613372
863788,613381
860049,291
860049,320
860049,332
860049,333
860049,1098
860049,1148
860049,4155
860049,8679
860049,8680
860049,12826
860049,12827
860049,53282
860049,352494
860049,561523
860049,613171
1114663,23730
1114663,23733
1114663,47334
1114663,47336
1114663,71062
1114663,256359
1114663,267046
1114663,267048
1114663,267050
1114663,267054
1130888,9793
1130888,9794
1130888,9797
1130888,89027
1130888,347201
1130888,400802
1130888,635496
1130888,635591
1130888,635692
1130888,635693
1133414,3759
1133414,24522
1133414,24812
1133414,33745
1133414,93518
1133414,106403
1133414,635507
1133414,635667
1133414,696595
1133414,696599
1133414,696600
1133414,696603
675318,26688
675318,65251
675318,91227
675318,107201
675318,117902
675318,253217
675318,253241
675318,280733
675318,424813
675318,629872
675318,702520
675318,702596
675318,702601
675318,702605
675318,702606
675318,702607
600593,3226
600593,4144
600593,18806
600593,25529
600593,31052
600593,45149
600593,96806
600593,336484
600593,367056
600593,600368
600593,600404
600593,600474
600593,600477
600593,600479
600593,600480
600593,600481
600593,600487
600593,600489
600593,600490
1130885,604
1130885,20259
1130885,24812
1130885,90471
1130885,100604
1130885,312148
1130885,635496
1130885,635507
1130885,635660
696599,6376
696599,6379
696599,9793
696599,22983
696599,22993
696599,22996
696599,28228
696599,93518
696599,106403
696599,106484
696599,635663
696599,635664
696599,635665
696599,635667
1134158,7999
1134158,9770
1134158,15218
1134158,15224
1134158,24522
1134158,230048
1134158,613033
1134158,613041
1134158,613044
1134158,613052
1134158,613054
1134158,613055
1134158,711579
1134158,711581
1134158,711584
1136532,4183
1136532,5050
1136532,13172
1136532,53890
1136532,53899
1136532,58569
1136532,156163
1136532,250011
1136532,289473
1136532,625087
1136532,765871
1136532,765873
1136532,765874
1136532,765875
1136532,765876
1136532,765880
1136532,765884
1136532,765888
1136532,765889
1136532,765891
782082,10468
782082,776350
782082,782083
782082,782160
782082,782249
782082,782250
782082,782252
782082,782253
1140702,15929
1140702,15930
1140702,24522
1140702,44753
1140702,53888
1140702,860893
1140702,860894
1140702,860901
1140725,7999
1140725,9770
1140725,13498
1140725,15218
1140725,15219
1140725,15224
1140725,24856
1140725,178876
1140725,230048
1140725,237711
1140725,237726
1140725,498603
1140725,613031
1140725,613033
1140725,613041
1140725,613044
1140725,613052
1140725,613055
1140725,861429
1154467,604
1154467,893
1154467,1595
1154467,3159
1154467,5977
1154467,13492
1154467,14036
1154467,23357
1154467,31183
1154467,37755
1154467,38002
1154467,42964
1154467,44814
1154467,45579
1154467,58837
1154467,101428
1154467,150030
1154467,224049
1154467,243913
1154467,252142
1154467,304938
1154467,304939
1154467,304953
1154467,304956
1154467,404779
1154467,406844
1154467,462412
1154467,595375
1154467,595429
1154467,595456
1154467,595457
1154467,625104
1154467,625277
1154467,696411
1154467,790779
1154467,790784
1154467,790785
1154467,790791
1154467,790799
1154467,790803
1154467,790804
1154467,790810
1154467,790812
1154467,790813
1154467,790814
1154788,15218
1154788,613033
1154788,780554
1154788,866347
183113,3076
183113,3460
183113,5924
183113,5927
183113,12826
183113,14569
183113,14580
183113,19706
183113,24433
183113,24436
183113,26823
183113,67712
183113,92776
183113,201177
183113,230944
1115987,76560
1115987,76573
1115987,76684
1115987,76702
1115987,156656
1115987,162282
1115987,276934
1115987,297110
1115987,297111
1115987,297114
768938,2289
768938,42290
768938,115497
768938,200998
768938,200999
768938,230928
768938,230935
768938,768943
768938,878885
878885,200998
878885,200999
878885,230928
878885,935027
1102787,1398
1102787,2289
1102787,9429
1102787,9431
1102787,9433
1102787,9435
1119955,11832
1119955,94170
1119955,94171
1138144,2289
1138144,2293
1138144,3943
1138144,9472
1138144,22741
1138144,76601
1138144,116383
1138144,192112
1138144,524669
1138144,545604
1138144,804802
1138144,804813
1138144,804817
1139090,2462
1139090,4009
1139090,4027
1139090,5205
1139090,5761
1139090,6440
1139090,15414
1139090,45000
1139090,70852
1139090,119199
1139090,222833
1139090,808824
1139090,808835
1139090,826246
1139090,826248
2221,1559
2221,1565
2221,2127
2221,2150
2221,2159
2221,2160
2221,2165
2221,2229
2221,2231
2221,2232
2221,2242
2221,2249
2221,2293
2221,2300
2221,2301
2221,13839
2221,17582
2221,24778
2221,58954
2221,105352
2221,144166
2221,144174
2221,191871
2221,226886
2221,452932
2221,452944
2289,179
2289,180
2289,185
2289,2194
2289,5714
2289,14277
2289,14285
2289,14290
2289,14487
2289,14488
2289,36384
2289,68669
2289,74984
2289,74991
2289,76601
2289,127624
2289,133162
2289,133163
2289,133166
2289,133167
2289,207590
2289,793898
2289,793900
2289,793901
76693,24582
69013,152
69013,7450
69013,7687
69013,7692
69013,11435
69013,11437
69013,25474
69013,30021
69013,76658
69013,109368
69013,158226
69013,170346
69013,236601
69013,368925
69013,368927
69013,368928
69013,368930
69013,368931
69013,368934
69013,368935
69013,368936
69013,368939
117723,2289
117723,5205
117723,16770
117723,17844
117723,22742
117723,27337
117723,79443
117723,120374
117723,784840
117723,785162
117723,805295
117723,805307
160005,2194
160005,2289
160005,3943
160005,4027
160005,5761
160005,22741
160005,64616
160005,181526
160005,784860
1102498,3524
1102498,3525
1102498,3526
1102498,3528
1102498,3529
97546,2159
97546,2194
97546,2239
97546,2285
97546,2289
97546,21871
97546,24883
97546,47071
97546,77631
97546,94170
97546,94171
97546,97540
97546,97542
97546,97545
97546,97552
97546,97555
97546,97556
2170,2171
2170,2195
2170,2229
2170,2231
2170,2275
2170,2288
2170,11832
2170,26982
2170,58954
2170,85092
2170,94170
2170,94171
2170,94172
2170,94173
2170,94183
2170,94186
2170,161579
1114604,52646
1114604,61823
1114604,122490
1114604,265963
1114604,265964
1114604,265965
1114604,265967
1114604,265968
1114604,265969
1114604,265971
1114604,265973
1126948,2205
1126948,2212
1126948,2289
1126948,4130
1126948,24883
1126948,441352
1126948,545959
1126948,545964
1126948,545965
1126948,545966
1126948,545969
1137348,4122
1137348,5761
1137348,24759
1137348,210143
860655,7730
860655,147119
860655,147215
860655,826690
860655,826692
1139122,2194
1139122,2289
1139122,14560
1139122,19372
1139122,95037
1139122,122490
1139122,123842
1139122,447632
1139122,826704
1139122,826708
680891,2146
680891,2160
680891,2169
680891,2172
680891,2194
680891,2195
680891,2242
680891,2246
680891,2248
680891,2275
680891,2285
680891,2300
680891,24883
680891,30085
680891,51151
680891,57283
680891,77631
680891,94171
680891,665134
2141,954
2141,2140
2141,2144
2141,2147
2141,2176
2141,2224
2141,2239
2141,2257
2141,2260
2141,2974
2141,7463
2141,11832
2141,16313
2141,16373
2141,50300
2141,50304
2141,50306
2141,50309
2141,50311
2220,2145
2220,2152
2220,2159
2220,2178
2220,2199
2220,2202
2220,2222
2220,2231
2220,2239
2220,2274
2220,2290
2220,75062
2247,2127
2247,2156
2247,2160
2247,2176
2247,2212
2247,2224
2247,2263
2247,2268
2247,2274
2247,2290
2247,2300
2247,4740
2247,7718
2247,10262
2247,13850
2247,16255
2247,21154
2247,24754
2247,36307
2247,47071
2247,48389
2247,51181
2247,54278
2247,58954
2247,77631
2247,97556
2247,105352
2247,120377
2247,153703
2247,398176
2247,442712
2247,556473
2247,626922
2247,651650
2247,651653
2247,651655
2247,651656
2247,651658
2247,651668
2247,651675
2247,651684
2247,651686
5761,3153
5761,4027
5761,22741
5761,26296
5761,76654
5761,784856
5761,784860
7356,2289
7356,5714
7356,7352
7356,7353
7356,7355
7356,7357
7356,7361
7356,7368
7356,7400
7356,7405
7356,11903
7356,30566
7356,61776
7356,61777
76717,22742
76717,42285
76717,64601
76717,76601
76717,76659
76717,130416
76717,130418
76717,130431
76717,249791
76717,335539
76717,335541
76717,400712
24681,2194
24681,2289
24681,3943
24681,5205
24681,16769
24681,16770
24681,26977
24681,64599
24681,71512
24681,117723
24681,257187
24681,784840
70871,17443
70871,23699
70871,265987
1106529,2194
1106529,9433
1106529,16767
1106529,55825
1106529,88918
76686,2224
76686,5205
76686,24582
76686,70859
76686,76577
76686,76641
76686,76702
76686,76707
76686,76716
76686,160028
76686,320726
76686,870344
76686,870345
76686,870352
119323,2152
119323,2176
119323,2178
119323,2191
119323,2205
119323,2212
119323,2231
119323,2301
119323,4746
119323,56327
119323,60486
119323,74991
119323,77026
119323,117706
119323,119328
119323,139682
119323,155858
119323,182013
119323,345178
119323,345181
119323,345184
119323,345191
119323,345196
159041,159042
159041,253565
159041,253568
159041,257195
159041,368927
159041,661679
159041,661681
159041,661684
159041,661686
168067,2194
168067,22741
168067,784869
173422,109
173422,5205
173422,5522
173422,8411
173422,17840
173422,18013
173422,22742
173422,24582
173422,27337
173422,38354
173422,64601
173422,83164
173422,100414
173422,100416
173422,100430
173422,112066
173422,117499
173422,122490
173422,131296
173422,308976
173422,446558
173422,626797
173422,626803
173422,626806
173422,626811
173422,626820
173422,626822
173422,626823
184757,2289
184757,5205
184757,5307
184757,5310
184757,9249
184757,9250
184757,17844
184757,24875
184757,27337
184757,117496
184757,125964
184757,184756
184757,184758
184757,184762
184757,184763
230928,2289
230928,5331
230928,200994
230928,200997
230928,200998
230928,200999
883247,1688
883247,22737
883247,22738
883247,22739
883247,22740
883247,22741
883247,22742
883247,22743
883247,22744
883247,22746
883247,22747
76720,422685
76720,422686
76720,422687
76720,422688
76720,422689
76720,422690
365210,3154
365210,76573
365210,76601
365210,76717
365210,130416
365210,130417
365210,130418
365210,249791
365210,335529
365210,335530
365210,335534
365210,335536
365210,335539
365210,335541
365210,335542
365210,335543
365210,335546
335546,22742
335546,27337
335546,76601
335546,76659
335546,76717
335546,130416
335546,130417
335546,130418
335546,130422
335546,130423
335546,130424
335546,130425
335546,130426
335546,130427
335546,130431
42164,2135
42164,2137
42164,2143
42164,2144
42164,2149
42164,2159
42164,2195
42164,2221
42164,2224
42164,2226
42164,2242
42164,2257
42164,2275
42164,2300
42164,11832
42164,77631
42164,156656
42164,173423
42164,452944
42164,651582
42164,671539
464764,3943
464764,16766
464764,16767
464764,16769
464764,16770
627147,2289
627147,14553
627147,14555
627147,19719
627147,19722
627147,24875
627147,24883
627147,27336
627147,34611
627147,34626
627147,34628
627147,60132
627147,65947
627147,76789
627147,117499
627147,117501
627147,167706
627147,167718
627147,191062
627147,206146
627147,206149
627147,206153
627147,206156
627147,206157
627147,206165
627147,206169
627147,206172
627147,206175
627147,206177
627869,2239
627869,79443
627869,79445
627869,160000
627869,335541
627869,627774
627869,627775
627869,627777
627869,627780
627869,627782
805155,98
805155,2490
805155,7109
805155,12723
805155,12726
805155,12729
805155,15388
805155,18574
805155,29017
805155,38341
805155,38358
805155,65558
805155,72167
805155,105934
805155,109759
805155,112066
805155,181667
805155,182031
805155,195813
805155,195814
805155,321693
805155,378174
805155,433945
805155,545616
805155,647768
805155,647779
805155,647780
805155,647783
805155,647787
805155,647789
805155,647790
805155,647791
805155,647794
881040,2212
881040,3943
881040,3966
881040,5102
881040,5104
881040,10240
881040,19720
881040,29967
881040,71506
881040,169323
881040,784627
881040,880840
881040,880928
57737,92
57737,95
57737,98
57737,112
57737,8461
57737,11435
57737,12147
57737,25474
57737,43412
57737,43416
57737,43418
57737,43424
1105694,727
1105694,2054
1105694,2080
1105694,2149
1105694,2285
1105694,3153
1105694,3166
1105694,3943
1105694,3946
1105694,4027
1105694,4997
1105694,5761
1105694,6440
1105694,7090
1105694,8319
1105694,8327
1105694,8336
1105694,10128
1105694,10130
1105694,10144
1105694,10151
1105694,10152
1105694,15373
1105694,15411
1105694,25296
1105694,26296
1105694,27325
1105694,27564
1105694,29598
1105694,37088
1105694,46661
1105694,46674
1105694,47186
1105694,47832
1105694,60936
1105694,70814
1105694,70817
1105694,70825
1105694,70827
1105694,70830
1105694,70834
1105694,70838
1105694,70842
1105694,70844
1105694,70849
1105694,70852
1105694,70853
1105694,70854
1105694,70859
1105694,70861
1105694,70866
1105694,70867
1105694,70868
1105694,70870
1105694,70871
1111454,1565
1111454,2129
1111454,2146
1111454,2159
1111454,2182
1111454,2194
1111454,2208
1111454,2209
1111454,2239
1111454,2289
1111454,11832
1111454,75014
1111454,76693
1111454,80359
1111454,87713
1111454,87718
1111454,105164
1111454,156656
1111454,168060
1111454,168067
1111454,168072
1111454,168073
1111454,168074
1111454,168079
1111454,168081
1111454,168083
1111454,168086
1111454,168089
1111454,168094
1111454,198706
1111454,198714
1111454,681701
1114065,32198
1114065,38106
1114065,76577
1114065,253565
1114065,253566
1114065,253567
1114065,253568
1114065,253569
1114065,253571
1120283,3943
1120283,10152
1120283,16210
1114717,158
1114717,2160
1114717,2194
1114717,2266
1114717,24752
1114717,87718
1114717,87719
1114717,100864
1114717,108017
1114717,108018
1114717,108019
1114717,108024
1114717,133166
1114717,136229
1114717,156668
1114717,199862
1114717,246998
1114717,249598
1114717,249601
1114717,268210
1114717,268212
1114717,268213
1114717,268216
1114717,268218
1114717,268219
1114717,268220
1114717,268221
1114717,268223
1114717,268224
1114717,268227
1114717,268230
1114717,268235
1114717,268241
1114717,268243
1114717,268244
1131394,64601
1131394,232381
1131394,252911
1131394,647401
1131394,647565
1131394,647612
1131394,647618
1131394,647621
1131394,647622
1131394,647623
1131394,647677
672073,2146
672073,2158
672073,2195
672073,2221
672073,2224
672073,2242
672073,2246
672073,2275
672073,2288
672073,2300
672073,26969
672073,27005
672073,42164
672073,77033
672073,156656
672073,156658
672073,199847
672073,452944
672073,610278
672073,627606
672073,672079
672073,672089
672073,672097
1133833,2289
1133833,14561
1133833,16770
1133833,76717
1133833,100416
1133833,119402
1133833,257202
1133833,547118
1133833,704993
1133833,704999
1133833,705000
1133833,705001
1133833,705003
1130527,2194
1130527,2239
1130527,2289
1130527,76654
1130527,88918
1130527,110334
1130527,212361
1130527,627783
1130527,627787
1130512,2127
1130512,2231
1130512,2301
1130512,258454
1130512,280619
1130512,280623
1130512,627563
1138154,2194
1138154,2289
1138154,3943
1138154,5205
1138154,14553
1138154,16769
1138154,16770
1138154,19717
1138154,24681
1138154,26977
1138154,27328
1138154,64599
1138154,117723
1138154,257187
1138154,681041
1138154,784840
1138154,804997
1138154,805007
741864,7109
741864,50513
741864,62059
741864,73821
741864,268224
741864,452944
741864,734597
741864,734598
741864,734600
741864,734602
741864,734603
741864,734606
1135516,42434
1135516,89772
1135516,258452
1135516,258454
1135516,315728
1135516,330806
1135516,330807
1135516,544329
1135516,597881
1135516,742957
1135516,742958
1135516,742963
1136683,4218
1136683,5331
1136683,122454
1136683,200997
1136683,200998
1136683,200999
1136683,230928
1136683,230935
1136683,768938
1136683,768940
1136683,768943
1136683,768944
1138160,2194
1138160,2289
1138160,16769
1138160,16770
1138160,75756
1138160,117486
1138160,191062
1138160,331718
1154538,2135
1154538,2289
1154538,19723
1154538,24883
1154538,76719
1154538,79456
1154538,168081
1154538,186099
1154538,208908
1154538,208919
1154538,808682
1154538,808684
1154538,808687
1139149,3525
1139149,14553
1139149,14560
1139149,14567
1139149,24686
1139149,24875
1139149,27319
1139149,27323
1139149,27324
1139149,27328
1139149,27329
1139149,27336
1139149,36264
1139149,51061
1139149,95841
1139149,95843
1139149,95858
1139149,123842
1139149,123845
1139149,123859
1139149,138894
1139149,138895
1139149,138897
1139149,138899
1139149,191081
1139149,363992
1139149,571186
1139149,619382
1139149,748802
1139149,827115
1139149,827116
1139149,827118
1139149,827122
1139149,827123
1139149,827124
1139149,827144
1139149,827147
1139149,827148
1139149,827150
1139149,827155
1139149,827156
1139149,827157
2149,2145
2149,2146
2149,2194
2149,2199
2149,2212
2149,2239
2149,2274
2149,2284
2149,2285
2149,2289
2149,2290
2149,5205
2149,19725
2149,24883
2149,70870
2149,76792
2149,100864
2149,156656
2149,198486
2149,198489
617373,1601
617373,8744
617373,14514
617373,24496
617373,27126
617373,33613
617373,38116
617373,38879
617373,43582
617373,111451
617373,149397
617373,149398
617373,149399
617373,149400
617373,149401
617373,149402
617373,149406
617373,617614
617373,617617
617373,617625
617373,617626
617373,617632
1153174,24883
1153174,37005
1153174,77624
1153174,93302
1153174,139663
1153174,139669
1153174,208909
1153174,208918
1153174,432529
1153174,432531
1153174,432534
1153174,432537
1153174,432538
1153174,432539
156656,1565
156656,2144
156656,2146
156656,2156
156656,2159
156656,2160
156656,2195
156656,2202
156656,2205
156656,2239
156656,2275
156656,2285
156656,2289
156656,2300
156656,7463
156656,24778
156656,36307
156656,77631
156656,77636
156656,156658
156656,156670
156656,160030
156656,458999
156656,680959
156656,680960
2146,1565
2146,2127
2146,2145
2146,2156
2146,2157
2146,2158
2146,2159
2146,2160
2146,2194
2146,2195
2146,2205
2146,2206
2146,2212
2146,2221
2146,2224
2146,2225
2146,2228
2146,2239
2146,2248
2146,2257
2146,2275
2146,2285
2146,2288
2146,2289
2146,2300
2146,7463
2146,70870
2146,77033
2146,77631
2146,117723
2146,156658
2146,156670
2146,160030
2146,452944
2146,528851
2146,610422
2146,680960
2146,681325
2146,682012
2146,682022
1154456,2194
1154456,5761
1154456,8919
1154456,192124
1154456,780733
1154456,785125
1154456,785927
1154477,9483
1154477,14838
1154477,100223
1154477,105915
1154477,173423
1154477,663454
1154477,793595
1154477,794033
1154477,794040
1154477,794042
1154602,2127
1154602,2152
1154602,2191
1154602,2280
1154602,24883
1154602,60507
1154602,74999
1154602,139662
1154602,168060
1154602,168079
1154602,168081
1154602,168083
1154602,610387
1154602,610396
373054,749
373054,1565
373054,2027
373054,2194
373054,2197
373054,2259
373054,2289
373054,3526
373054,3651
373054,7090
373054,7375
373054,8690
373054,10695
373054,10712
373054,10729
373054,12522
373054,14553
373054,14561
373054,16770
373054,19717
373054,19719
373054,22741
373054,24686
373054,24875
373054,24883
373054,24894
373054,26977
373054,27323
373054,27324
373054,27326
373054,27328
373054,27329
373054,27333
373054,27336
373054,27337
373054,34623
373054,34628
373054,58954
373054,60494
373054,64599
373054,91162
373054,95841
373054,95858
373054,110334
373054,117705
373054,122488
373054,138897
373054,167718
373054,191081
373054,252821
373054,276074
373054,373050
373054,497149
373054,528872
373054,547576
373054,619354
373054,619361
373054,619363
373054,619367
373054,619374
373054,619382
373054,827124
373054,841233
373054,841804
373054,841805
373054,841827
373054,841830
373054,841836
373054,841838
373054,841841
373054,841847
373054,841848
373054,841851
373054,841852
1154705,1601
1154705,4497
1154705,8744
1154705,15754
1154705,17548
1154705,24496
1154705,76092
1154705,82386
1154705,111451
1154705,128659
1154705,149388
1154705,149391
1154705,149397
1154705,149399
1154705,149412
1154705,427939
1154705,617614
1154705,617617
1154705,620446
1154705,769863
543710,1565
543710,2144
543710,2146
543710,2156
543710,2159
543710,2160
543710,2195
543710,2202
543710,2205
543710,2239
543710,2275
543710,2285
543710,2289
543710,2300
543710,7463
543710,24778
543710,36307
543710,77631
543710,77636
543710,156658
543710,156670
543710,160030
543710,458999
543710,680959
543710,680960
347249,98
347249,2194
347249,2289
347249,5205
347249,9433
347249,18071
347249,25476
347249,25497
347249,58346
347249,99453
347249,173423
347249,182001
347249,249791
347249,347252
347249,784931
347249,784932
347249,784940
1139134,14553
1139134,27328
1139134,91162
1139134,95841
1139134,138879
1139134,177209
1139134,253945
1139134,327043
1139134,379932
1139134,699124
1139134,719350
1139134,826859
1139134,826861
1139134,826865
1139134,826867
2140,2144
2140,2146
2140,2188
2140,2202
2140,2239
2140,2274
2140,7463
2140,13843
2140,24883
2140,36307
2140,77622
2140,77623
2140,77624
2140,77627
2140,77631
2140,77636
56329,2177
56329,2194
56329,22741
56329,70859
56329,76641
56329,76686
56329,265987
2172,2132
2172,2146
2172,2149
2172,2160
2172,2169
2172,2188
2172,2212
2172,2224
2172,2239
2172,2242
2172,2248
2172,2274
2172,2290
2172,2292
2172,2300
2172,56327
2172,198489
2172,365189
2172,472582
27328,2289
27328,7375
27328,14553
27328,16769
27328,16770
27328,29791
27328,120374
27328,409547
123842,2148
123842,2194
123842,2197
123842,2289
123842,2568
123842,3524
123842,3525
123842,7090
123842,7732
123842,14553
123842,14560
123842,16770
123842,24875
123842,34623
123842,36264
123842,45464
123842,71505
123842,91162
123842,122490
123842,219854
123842,269319
123842,298793
123842,571186
123842,748781
123842,748792
123842,748802
123842,764845
123842,990986
123842,1087674
294033,2078
294033,109755
294033,545928
294033,546031
62661,62649
340278,1652
340278,2137
340278,2138
340278,2144
340278,2149
340278,2176
340278,2184
340278,2188
340278,2189
340278,2199
340278,2239
340278,2247
340278,2274
340278,2289
340278,2290
340278,5205
340278,42183
340278,65950
340278,70870
340278,76595
340278,76690
340278,76711
340278,117723
340278,120374
340278,626856
340278,681324
340278,681325
340278,681332
391021,1565
391021,2123
391021,2127
391021,2136
391021,2152
391021,2154
391021,2160
391021,2178
391021,2179
391021,2182
391021,2183
391021,2192
391021,2194
391021,2197
391021,2201
391021,2202
391021,2205
391021,2210
391021,2212
391021,2215
391021,2231
391021,2236
391021,2246
391021,2248
391021,2268
391021,2274
391021,2282
391021,2284
391021,2286
391021,2287
391021,2289
391021,2290
391021,2295
391021,2301
391021,4006
391021,4122
391021,10246
391021,13246
391021,13850
391021,14296
391021,15338
391021,21151
391021,24752
391021,24759
391021,24778
391021,24883
391021,26975
391021,27002
391021,31157
391021,31803
391021,36307
391021,37014
391021,37020
391021,41632
391021,52743
391021,52744
391021,52748
391021,58954
391021,60519
391021,77026
391021,77030
391021,77631
391021,85100
391021,93302
391021,105148
391021,105150
391021,105151
391021,105352
391021,108018
391021,123317
391021,127674
391021,134650
391021,139669
391021,146760
391021,146784
391021,185320
391021,187362
391021,187368
391021,187371
391021,187392
391021,229375
391021,233059
391021,241035
391021,241045
391021,241047
391021,253536
391021,257205
391021,285091
391021,332713
391021,332722
391021,345191
391021,389764
391021,413267
391021,427004
391021,478447
391021,528840
391021,528851
391021,528852
391021,528860
391021,528862
391021,528864
391021,528866
391021,528867
391021,528870
391021,528871
391021,528872
391021,528875
391021,528887
391021,528892
391021,528903
391021,528906
391021,528922
391021,528926
391021,528934
391021,528937
391021,528939
391021,528941
391021,528942
391021,528943
391021,528945
391021,528952
391021,528956
391021,528957
391021,528958
391021,528972
391021,528976
651582,2226
651582,2300
651582,739912
1109846,26978
1109846,27328
1109846,27329
1109846,29791
1109846,117484
1122641,7718
1122641,76610
1122641,115497
1122641,160027
1122641,162285
1122641,256077
1122641,440294
1122641,440295
1122641,440296
1122641,440298
1122641,440300
1122641,440301
1122641,440307
191067,14553
191067,16770
191067,19717
191067,19720
191067,24887
191067,26977
191067,27326
191067,27328
191067,27329
191067,117499
191067,117592
191067,206156
191067,323443
191067,364020
191067,364022
1140911,2143
1140911,2147
1140911,2148
1140911,2149
1140911,2197
1140911,2289
1140911,11961
1140911,16770
1140911,19717
1140911,64601
1140911,76573
1140911,95841
1140911,122490
1140911,168088
1140911,212361
1140911,257202
1140911,626886
1140911,865710
1140911,865721
265656,1533
265656,2194
265656,64989
265656,64990
265656,64992
265656,64993
265656,64994
265656,64995
265656,64998
265656,64999
265656,65000
1152586,2063
1152586,7097
1152586,27337
1152586,65956
1152586,83164
1152586,112066
1152586,138884
1152586,173422
1152586,190732
1152586,190738
1152586,190739
1152586,190741
1152586,190743
1152586,190744
1152586,190745
1152586,190746
1152586,190748
1152586,190750
1152586,190751
1152586,190752
1152586,190755
185,208
185,2990
185,14271
185,100864
2139,1563
2139,1565
2139,2127
2139,2129
2139,2205
2139,2208
2139,2221
2139,2232
2139,4122
2139,11822
2139,24778
2139,77033
2139,191871
2139,226879
2139,226880
2139,226886
2139,226890
2147,1565
2147,2139
2147,2144
2147,2146
2147,2160
2147,2195
2147,2205
2147,2208
2147,2212
2147,2221
2147,2224
2147,2225
2147,2231
2147,2239
2147,2246
2147,2257
2147,2290
2147,2300
2147,7463
2147,16770
2147,24681
2147,24778
2147,26977
2147,26978
2147,26985
2147,27319
2147,36307
2147,75062
2147,91170
2147,105352
2147,117723
2147,208909
2147,226880
2147,610422
2147,681019
2147,681041
2147,681048
2161,2149
2161,2205
2161,2285
2161,2292
2161,56318
2161,56319
2161,56320
2161,56322
2161,56325
2161,56326
2161,56327
2161,56328
2161,56329
2161,56330
2161,56333
2161,56334
2228,1468
2228,1559
2228,1565
2228,1566
2228,2127
2228,2129
2228,2176
2228,2205
2228,2208
2228,2221
2228,2227
2228,2231
2228,2232
2228,2249
2228,11822
2228,11832
2228,24778
2228,54272
2228,87842
2228,121225
2228,144166
2228,171172
2228,191871
2228,376851
2248,2127
2248,2131
2248,2160
2248,2194
2248,2205
2248,2224
2248,2231
2248,2246
2248,2249
2248,2257
2248,2259
2248,2268
2248,2274
2248,2286
2248,2289
2248,2290
2248,2300
2248,3897
2248,14278
2248,16238
2248,17138
2248,33232
2248,36307
2248,85092
2248,184149
2248,246306
2248,363335
2248,651854
2248,651856
2248,651865
2248,651874
2248,651876
2248,651878
19716,2289
19716,3943
19716,14561
19716,19719
19716,19720
19716,19724
19716,131295
19716,323443
19716,339274
19716,426788
19716,426793
19716,426798
29610,2088
29610,2138
29610,2266
29610,2512
29610,3153
29610,4027
29610,5205
29610,13067
29610,16210
29610,19722
29610,22896
29610,28587
29610,29284
29610,29609
29610,29612
29610,29644
29610,29646
29610,59921
29610,76561
29610,152982
29610,172716
29610,249791
29610,249792
29610,249802
29610,249809
29610,249811
64599,2194
64599,3943
64599,5205
64599,14561
64599,19720
64599,27337
64599,34033
64599,76602
64599,79443
64599,110334
64599,159042
64599,360924
64599,784811
64599,784816
64599,784821
64599,784825
64599,784829
65947,2194
65947,2197
65947,8349
65947,10151
65947,16770
65947,19717
65947,19723
65947,24875
65947,26978
65947,27319
65947,27323
65947,27328
65947,27333
65947,27334
65947,27708
65947,29630
65947,30078
65947,34628
65947,39054
65947,47969
65947,87046
65947,95841
65947,95858
65947,117499
65947,123852
65947,138909
65947,167718
65947,191062
65947,191066
65947,191067
65947,191070
65947,191080
65947,191081
65947,253948
65947,323436
65947,323443
84258,2138
84258,2144
84258,2176
84258,2239
84258,84262
84258,84279
84258,84286
84258,172716
84258,320726
84258,320727
84258,472690
84258,472692
84258,472697
161579,2127
161579,2136
161579,2152
161579,2160
161579,2168
161579,2178
161579,2201
161579,2226
161579,2229
161579,2231
161579,2236
161579,2286
161579,2287
161579,2289
161579,2300
161579,26993
161579,27005
161579,94172
161579,186099
161579,186101
112064,13246
112064,93302
112064,112065
112064,112073
112064,375171
112064,437242
112064,437244
112064,437247
112064,437248
112064,437249
112064,437250
2268,1565
2268,2127
2268,2129
2268,2139
2268,2157
2268,2160
2268,2205
2268,2226
2268,2246
2268,2247
2268,2249
2268,2274
2268,2277
2268,2290
2268,2300
2268,11822
2268,13839
2268,13850
2268,17582
